School_code,AgeID,ICSEA_value,Level_of_schooling,Town_suburb,Electorate,School_name,Street,Postcode,Phone,School_Email,Website,Fax,latest_year_enrolment_FTE,Indigenous_pct,LBOTE_pct,Selective_school,Opportunity_class,School_specialty_type,School_subtype,Support_classes,Preschool_ind,Distance_education,Intensive_english_centre,School_gender,Late_opening_school,Date_1st_teacher,LGA,Fed_electorate,Operational_directorate,Principal_network,Operational_directorate_office,Operational_directorate_office_phone,Operational_directorate_office_address,FACS_district,Local_health_district,AECG_region,ASGS_remoteness,Latitude,Longitude,Assets unit,SA4,Healthy canteen,Date_extracted
8370,46475,942,Secondary School,TWEED HEADS SOUTH,Tweed,Tweed River High School,4-10 Heffron Street,2486,07 5524 3007,tweedriver-h.school@det.nsw.edu.au,https://tweedriver-h.schools.nsw.gov.au,07 5524 9501,656,19,10,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1961,Tweed (A),Richmond,Rural North,Tweed Coast,Murwillumbah,6670 2300,"Level 2, 12 King St, Murwillumbah 2484",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Major Cities of Australia,-28.195651,153.541012,North Coast,Richmond - Tweed,N,6/10/2022
8371,49524,946,Secondary School,Gloucester ,Upper Hunter,Gloucester High School,Ravenshaw St,2422,6558 1605,gloucester-h.school@det.nsw.edu.au,https://gloucester-h.schools.nsw.gov.au,6558 1229,341.9,13,np,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1961,Mid-Coast (A),Lyne,Regional North and West,Great Lakes,,,,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-32.016661,151.959556,North Coast,Mid North Coast,N,6/10/2022
8372,47683,1047,Secondary School,Frenchs Forest ,Wakehurst,The Forest High School,135 Frenchs Forest Rd,2086,9451 5111,theforest-h.school@det.nsw.edu.au,https://theforest-h.schools.nsw.gov.au,9975 3293,795.2,2,36,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1961,Northern Beaches (A),Mackellar,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.750298,151.2298,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
8373,54678,937,Secondary School,Port Kembla,Wollongong,Five Islands Secondary College,Military Rd,2505,4274 0621,illawarra-h.school@det.nsw.edu.au,https://fiveislands-h.schools.nsw.gov.au,4276 2835,271.5,7,11,Not Selective,N,Senior College,Year 10 to Year 12,,N,N,N,Coed,N,1/1/1961,Wollongong (C),Cunningham,Regional South,Lake Illawarra North,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.489274,150.913541,Southern NSW,Illawarra,N,6/10/2022
8374,46489,978,Secondary School,Woy Woy ,Gosford,Brisbane Water Secondary College Woy Woy Campus,Edward St,2256,4341 1600,woywoy-h.school@det.nsw.edu.au,https://woywoy-h.schools.nsw.gov.au,4344 3263,668.8,10,9,Not Selective,N,Senior College,Year 10 to Year 12,,N,N,N,Coed,N,1/1/1962,Central Coast (C),Robertson,Regional North,Brisbane Water,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.492687,151.323582,Hunter/Central Coast,Central Coast,N,6/10/2022
8377,46336,1003,Secondary School,PICNIC POINT,East Hills,Picnic Point High School,61 Kennedy Street,2213,9772 1700,picnicpt-h.school@det.nsw.edu.au,https://picnicpt-h.schools.nsw.gov.au,9792 3960,932,3,35,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1962,Canterbury-Bankstown (A),Banks,Metropolitan South and West,Bankstown,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.964344,151.011457,South Western Sydney,Sydney - Inner South West,N,6/10/2022
8379,47716,1079,Secondary School,Mona Vale ,Pittwater,Pittwater High School,Pittwater Rd & Mona St,2103,9999 4035,pittwater-h.school@det.nsw.edu.au,https://pittwater-h.schools.nsw.gov.au,9979 5088,1075.7,np,17,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Northern Beaches (A),Mackellar,Metropolitan North,Pittwater,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.668259,151.302664,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
3977,48151,918,Primary School,Villawood ,Bankstown,Villawood East Public School,Lowana St,2163,9724 3339,villawoode-p.school@det.nsw.edu.au,https://villawoode-p.schools.nsw.gov.au,9727 9271,239,5,88,Not Selective,N,Comprehensive,Kinder to Year 6,,Y,N,N,Coed,N,1/1/1955,Canterbury-Bankstown (A),Blaxland,Metropolitan South and West,Chipping Norton,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.890154,150.986013,South Western Sydney,Sydney - Inner South West,N,6/10/2022
8456,46468,931,Secondary School,Fairfield West ,Fairfield,Fairvale High School,Thorney Rd & Maude St,2165,9604 3118,fairvale-h.school@det.nsw.edu.au,https://fairvale-h.schools.nsw.gov.au,9725 5246,1508,1,93,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1969,Fairfield (C),McMahon,Metropolitan South and West,Fairfield,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.873614,150.929459,South Western Sydney,Sydney - South West,N,6/10/2022
8383,50709,1001,Secondary School,Emu Plains ,Penrith,Nepean Creative and Performing Arts High School,Great Western Hwy,2750,4728 7200,nepean-h.school@det.nsw.edu.au,https://nepean-h.schools.nsw.gov.au,4735 6141,1017.4,8,14,Not Selective,N,Performing Arts,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Penrith (C),Lindsay,Metropolitan South and West,Penrith,,,,Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.747745,150.668882,Western Sydney,Sydney - Outer West and Blue Mountains,N,6/10/2022
4065,48160,927,Primary School,Fairfield East,Fairfield,Villawood North Public School,Bligh St,2165,9724 1423,villawoodn-p.school@det.nsw.edu.au,https://villawoodn-p.schools.nsw.gov.au,9728 2296,265,np,92,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,1/1/1953,Fairfield (C),Fowler,Metropolitan South,Auburn,Strathfield,9582 6300,"65 Albert St, Strathfield 2135",South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.877111,150.972454,South Western Sydney,Sydney - Parramatta,N,6/10/2022
8385,47806,1001,Secondary School,Greystanes ,Prospect,Greystanes High School,Beresford Rd,2145,9631 9144,greystanes-h.school@det.nsw.edu.au,https://greystanes-h.schools.nsw.gov.au,9896 3087,1033.2,3,59,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Cumberland (A),McMahon,Metropolitan South,Girraween,,,,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.812495,150.940352,Western Sydney,Sydney - Parramatta,N,6/10/2022
8386,46414,1043,Secondary School,Gymea ,Miranda,Gymea Technology High School,Hotham Rd & Princes Hwy,2227,9521 3244,gymea-h.school@det.nsw.edu.au,https://web1.gymea-h.schools.nsw.edu.au/,9545 1540,615.2,3,25,Not Selective,N,Technology,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Sutherland Shire (A),Cook,Metropolitan South and West,Sutherland,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.029985,151.08338,Sydney,Sydney - Sutherland,N,6/10/2022
8388,50247,1002,Secondary School,Moss Vale ,Goulburn,Moss Vale High School,Narellan Rd,2577,4868 1717,mossvale-h.school@det.nsw.edu.au,https://mossvale-h.schools.nsw.gov.au,4868 2787,705.6,5,8,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Wingecarribee (A),Whitlam,Regional South,Goulburn,Campbelltown,4633 2700,"Cnr Lindesay & Lithgow Streets, Campelltown 2560",South Western Sydney,South Western Sydney,Upper South Coast,Inner Regional Australia,-34.551483,150.385294,Southern NSW,Southern Highlands and Shoalhaven,N,6/10/2022
8389,46492,976,Secondary School,Caves Beach ,Swansea,Swansea High School,Park Ave,2281,4971 1761,swansea-h.school@det.nsw.edu.au,https://swansea-h.schools.nsw.gov.au,4972 1378,662.2,12,5,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Lake Macquarie (C),Shortland,Regional North,Lake Macquarie East,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-33.104232,151.639823,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8390,49093,1020,Secondary School,Whitebridge ,Charlestown,Whitebridge High School,Lonus Ave,2290,4943 3966,whitebridg-h.school@det.nsw.edu.au,https://whitebridg-h.schools.nsw.gov.au,4942 2568,923,7,9,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Lake Macquarie (C),Shortland,Regional North,Glenrock,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.972025,151.712234,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8391,49543,924,Secondary School,Wingham ,Myall Lakes,Wingham High School,9 Rowley St,2429,6553 5488,wingham-h.school@det.nsw.edu.au,https://wingham-h.schools.nsw.gov.au,6557 0372,561,15,5,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Mid-Coast (A),Lyne,Regional North and West,Taree,,,,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-31.867397,152.382261,North Coast,Mid North Coast,N,6/10/2022
8392,50537,936,Secondary School,West Wyalong ,Cootamundra,West Wyalong High School,30 Dumaresq St,2671,6972 2700,westwyalon-h.school@det.nsw.edu.au,https://westwyalon-h.schools.nsw.gov.au,6972 2236,284,18,8,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1963,Bland (A),Riverina,Rural South and West,West Wyalong,Griffith,02 6961 8100,"Government Offices, 104-110 Banna Ave, Griffith 2680","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Western 1,Outer Regional Australia,-33.915793,147.202014,Southern NSW,Central West,N,6/10/2022
1896,48158,918,Primary School,Fairfield West ,Fairfield,Fairfield West Public School,Palmerston Rd,2165,9604 5568,fairfieldw-p.school@det.nsw.edu.au,https://fairfieldw-p.schools.nsw.gov.au,9725 5379,644,np,93,Not Selective,N,Comprehensive,Kinder to Year 6,,N,N,N,Coed,N,5/1/1925,Fairfield (C),McMahon,Metropolitan South and West,Fairfield,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.868037,150.924762,South Western Sydney,Sydney - South West,N,6/10/2022
8394,46385,880,Secondary School,MILLER,Liverpool,Miller High School,60 Cabramatta Avenue,2168,9607 8669,miller-h.school@det.nsw.edu.au,https://miller-h.schools.nsw.gov.au,9607 9460,681.6,8,80,Not Selective,N,Technology,Year 7 to Year 12,,N,N,Y,Coed,N,1/1/1965,Liverpool (C),Werriwa,Metropolitan South and West,Liverpool,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.923589,150.881139,South Western Sydney,Sydney - South West,N,6/10/2022
8395,47809,943,Secondary School,Wentworthville ,Seven Hills,Pendle Hill High School,Knox St,2145,9631 9651,pendlehill-h.school@det.nsw.edu.au,https://pendlehill-h.schools.nsw.gov.au,9896 3093,431.8,6,62,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1965,Parramatta (C),Parramatta,Metropolitan South,Girraween,,,,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.793877,150.962194,Western Sydney,Sydney - Parramatta,N,6/10/2022
8396,50753,924,Secondary School,McGraths Hill ,Hawkesbury,Windsor High School,Mulgrave & Windsor Rds,2756,4587 7122,windsor-h.school@det.nsw.edu.au,https://windsor-h.schools.nsw.gov.au,4587 7687,574,17,10,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1969,Hawkesbury (C),Macquarie,Regional North,Windsor,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Nepean Blue Mountains,Metropolitan West,Major Cities of Australia,-33.618653,150.833554,Western Sydney,Sydney - Baulkham Hills and Hawkesbury,N,6/10/2022
8397,46380,885,Secondary School,Ashcroft,Liverpool,Ashcroft High School,Maxwells Ave,2168,9607 8011,ashcroft-h.school@det.nsw.edu.au,https://ashcroft-h.schools.nsw.gov.au,9607 6562,618.2,14,67,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Liverpool (C),Werriwa,Metropolitan South and West,Liverpool,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.920414,150.897272,South Western Sydney,Sydney - South West,N,6/10/2022
8398,48579,934,Secondary School,Condell Park,East Hills,Condell Park High School,Third Ave,2200,9709 4522,condellpk-h.school@det.nsw.edu.au,https://condellpk-h.schools.nsw.gov.au,9796 8027,903,np,93,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Canterbury-Bankstown (A),Blaxland,Metropolitan South and West,Bankstown,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.923579,151.001755,South Western Sydney,Sydney - Inner South West,N,6/10/2022
8399,46397,912,Secondary School,Doonside ,Blacktown,Doonside High School,Power St,2767,9622 2463,doonside-h.school@det.nsw.edu.au,https://doonside-h.schools.nsw.gov.au,9831 5951,673.8,15,44,Not Selective,N,Technology,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Blacktown (C),Chifley,Metropolitan North,Quakers Hill,Nirimba,9208 7611,"Building T3C, Nirimba Education Precinct, Eastern Rd, Quakers Hill 2763",Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.754708,150.874186,Western Sydney,Sydney - Blacktown,N,6/10/2022
8400,47638,1122,Secondary School,St Ives ,Davidson,St Ives High School,Yarrabung Rd,2075,9144 1689,stives-h.school@det.nsw.edu.au,https://stives-h.schools.nsw.gov.au,9449 7074,1272.8,np,49,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,Y,Coed,N,1/1/1964,Ku-ring-gai (A),Bradfield,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.740147,151.167078,Northern Sydney,Sydney - North Sydney and Hornsby,N,6/10/2022
8401,46509,905,Secondary School,LURNEA,Holsworthy,Lurnea High School,2 Hillview Parade,2170,9602 5704,lurnea-h.school@det.nsw.edu.au,https://lurnea-h.schools.nsw.gov.au,9822 5094,663.2,4,83,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,Y,Coed,N,1/1/1965,Liverpool (C),Werriwa,Metropolitan South and West,Glenfield,,,,South Western Sydney,South Western Sydney,Metropolitan South West,Major Cities of Australia,-33.941743,150.896043,South Western Sydney,Sydney - South West,N,6/10/2022
8403,47837,975,Secondary School,Blacktown ,Blacktown,Mitchell High School,Keyworth Drive,2148,9622 8926,mitchell-h.school@det.nsw.edu.au,https://mitchell-h.schools.nsw.gov.au,9831 2805,973.7,4,56,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,5/1/1964,Blacktown (C),Greenway,Metropolitan South and West,Bungarribee,,,,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.784795,150.915971,Western Sydney,Sydney - Blacktown,N,6/10/2022
8404,48652,1017,Secondary School,Caringbah ,Miranda,Endeavour Sports High School,Taren Pt Rd & The Boulevarde,2229,9524 0615,endeavour-h.school@det.nsw.edu.au,https://endeavoursportshighschool.com/,9540 4458,1175,5,38,Not Selective,N,Sports,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Sutherland Shire (A),Cook,Metropolitan South and West,Sutherland,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.030083,151.117251,Sydney,Sydney - Sutherland,N,6/10/2022
8405,48675,991,Secondary School,Erina ,Terrigal,Erina High School,152 The Entrance Rd,2250,4367 7353,erina-h.school@det.nsw.edu.au,https://erina-h.schools.nsw.gov.au,4365 3086,717.4,9,12,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Central Coast (C),Robertson,Regional North,Brisbane Water,Tuggerah,4348 9100,"14 Pioneer Ave, Tuggerah 2259",Hunter New England & Central Coast,Central Coast,Central Coast,Major Cities of Australia,-33.440279,151.381503,Hunter/Central Coast,Central Coast,N,6/10/2022
8406,46444,894,Secondary School,South Grafton ,Clarence,South Grafton High School,Tyson St,2460,6642 1466,sthgrafton-h.school@det.nsw.edu.au,https://sthgrafton-h.schools.nsw.gov.au,6643 2027,710.4,26,2,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,7/1/1964,Clarence Valley (A),Page,Rural North,Grafton,Grafton,6641 5000,"97 Mary St, Grafton 2460",Mid North Coast & Northern NSW,Northern NSW,Upper North Coast,Inner Regional Australia,-29.714229,152.929362,North Coast,Coffs Harbour - Grafton,N,6/10/2022
8407,46417,821,Secondary School,Wagga Wagga ,Wagga Wagga,Mount Austin High School,Leavenworth Drive,2650,6925 2801,mtaustin-h.school@det.nsw.edu.au,http://www.mountaustin.net,6925 5516,506.6,41,16,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Wagga Wagga (C),Riverina,Rural South and West,Wagga Wagga,Wagga Wagga,02 6937 3800,"Level 4, 76 Morgan St, Wagga Wagga 2650","Murrumbidgee, Far West & Western NSW",Murrumbidgee,Riverina 1,Inner Regional Australia,-35.141908,147.353865,Southern NSW,Riverina,N,6/10/2022
8408,8606,999,Secondary School,Peakhurst ,Oatley,Georges River College Peakhurst Campus,Samuel & Rona Sts,2210,9153 9966,peakhurst-h.school@det.nsw.edu.au,https://peakhurst-h.schools.nsw.gov.au,9534 6346,833,3,59,Not Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1/1/1964,Georges River (A),Banks,Metropolitan South,Georges River,Arncliffe,9582 2800,"Cnr Segenhoe & Avenal St, Arncliffe 2205","South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-33.966882,151.056013,Sydney,Sydney - Inner South West,N,6/10/2022
8409,46401,917,Secondary School,Scone ,Upper Hunter,Scone High School,Gundy Rd,2337,6545 1455,scone-h.school@det.nsw.edu.au,https://scone-h.schools.nsw.gov.au,6545 3269,333.8,14,3,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Upper Hunter Shire (A),New England,Regional North and West,Upper Hunter,,,,Hunter New England & Central Coast,Hunter New England,Hunter,Inner Regional Australia,-32.05813,150.873111,Hunter/Central Coast,Hunter Valley exc Newcastle,N,6/10/2022
8410,46435,1028,Secondary School,Woonona ,Keira,Woonona High School,Nicholson Lane,2517,4283 1623,woonona-h.school@det.nsw.edu.au,https://woonona-h.schools.nsw.gov.au,4285 1485,883.6,5,6,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Wollongong (C),Cunningham,Regional South,Wollongong North,Wollongong,4247 1007,"Block H, Level 2, 84 Crown Street, Wollongong 2500",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.345037,150.910102,Southern NSW,Illawarra,N,6/10/2022
8411,46442,927,Secondary School,WEST WALLSEND,Cessnock,West Wallsend High School,20 Appletree Road,2286,4953 2111,westwalls-h.school@det.nsw.edu.au,https://westwalls-h.schools.nsw.gov.au,4953 1886,658,17,5,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1964,Lake Macquarie (C),Hunter,Regional North,Lake Macquarie North,Adamstown,4904 3900,"Cnr Brunker and Glebe Rd, Adamstown 2289",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.910565,151.581083,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8412,47818,959,Secondary School,Seven Hills ,Seven Hills,The Hills Sports High School,Best Rd,2147,9622 7300,Hillssport-h.school@det.nsw.edu.au,https://Hillssport-h.schools.nsw.gov.au,9831 6190,898.6,8,42,Not Selective,N,Sports,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1966,Blacktown (C),Greenway,Metropolitan South and West,Bungarribee,,,,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.782184,150.938834,Western Sydney,Sydney - Blacktown,N,6/10/2022
8413,46346,933,Secondary School,Morisset ,Lake Macquarie,Morisset High School,Bridge St,2264,4973 1999,morisset-h.school@det.nsw.edu.au,https://morisset-h.schools.nsw.gov.au,4970 5386,680.9,18,5,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1965,Lake Macquarie (C),Hunter,Regional North,Lake Macquarie West,Adamstown,4904 3900,"Cnr Brunker and Glebe Rd, Adamstown 2289",Hunter New England & Central Coast,Hunter New England,Central Coast,Major Cities of Australia,-33.104657,151.486629,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8414,49545,840,Secondary School,Taree ,Myall Lakes,Chatham High School,St Vincents & Davis Sts,2430,6552 2588,chatham-h.school@det.nsw.edu.au,https://chatham-h.schools.nsw.gov.au,6551 2005,512.5,40,3,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1965,Mid-Coast (A),Lyne,Regional North and West,Taree,,,,Hunter New England & Central Coast,Hunter New England,Manning,Inner Regional Australia,-31.89577,152.480875,North Coast,Mid North Coast,N,6/10/2022
8415,47731,1101,Secondary School,Ryde,Lane Cove,Ryde Secondary College,Malvina St,2112,9809 4894,Rydesc-h.school@det.nsw.edu.au,http://www.rsc.nsw.edu.au/,9808 2642,1260.4,1,68,Partially Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1965,Ryde (C),Bennelong,Metropolitan North,Ryde,MacPark,9886 7000,"Level 2, 75 Talavera Rd, Macquarie Park 2113","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.813316,151.119176,Northern Sydney,Sydney - Ryde,N,6/10/2022
8416,47633,1079,Secondary School,NORTH TURRAMURRA,Ku-ring-gai,Ku-ring-gai High School,Bobbin Head Rd,2074,9144 3477,kuringgai-h.school@det.nsw.edu.au,https://kuringgai-h.schools.nsw.gov.au,9983 9331,545.5,np,23,Not Selective,N,Creative Arts,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1965,Ku-ring-gai (A),Bradfield,Metropolitan North,Pittwater,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.690973,151.153809,Northern Sydney,Sydney - North Sydney and Hornsby,N,6/10/2022
8417,11042,901,Secondary School,Dubbo ,Dubbo,Dubbo College South Campus,Boundary Rd,2830,6882 3744,dubbosouth-h.school@det.nsw.edu.au,https://dubbosouth-h.schools.nsw.gov.au,6882 3213,716,37,4,Not Selective,N,Junior College,Year 7 to Year 10,,N,N,N,Coed,N,1/1/1965,Dubbo Regional (A),Parkes,Regional North and West,Wambuul-Macquarie,,,,"Murrumbidgee, Far West & Western NSW",Western NSW,Western 1,Inner Regional Australia,-32.270837,148.610687,North Western NSW,Far West and Orana,N,6/10/2022
8418,46503,969,Secondary School,Barrack Heights ,Shellharbour,Warilla High School,Keross Ave,2528,4296 3055,warilla-h.school@det.nsw.edu.au,https://warilla-h.schools.nsw.gov.au,4297 2817,1260.6,8,17,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1966,Shellharbour (C),Whitlam,Regional South,Lake Illawarra South,Warilla,4267 6100,"30 Oldfield St, Warilla 2528",Illawarra Shoalhaven & Southern NSW,Illawarra Shoalhaven,Upper South Coast,Major Cities of Australia,-34.563813,150.857991,Southern NSW,Illawarra,N,6/10/2022
8420,46355,942,Secondary School,BLACKTOWN,Blacktown,Evans High School,166 Walters Road,2148,9621 3622,evans-h.school@det.nsw.edu.au,https://evans-h.schools.nsw.gov.au,9831 2747,575.2,6,65,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,Y,Coed,N,1/1/1972,Blacktown (C),Chifley,Metropolitan South and West,Bungarribee,,,,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan West,Major Cities of Australia,-33.786512,150.889725,Western Sydney,Sydney - Blacktown,N,6/10/2022
8422,47686,1117,Secondary School,Killarney Heights ,Wakehurst,Killarney Heights High School,Starkey St,2087,9451 7005,killarney-h.school@det.nsw.edu.au,https://killarney-h.schools.nsw.gov.au,9975 5052,919.7,np,43,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1967,Northern Beaches (A),Warringah,Metropolitan North,The Forest,Dee Why,9982 0500,"72 Fisher Rd, Dee Why 2099","South Eastern Sydney, Northern Sydney & Sydney",Northern Sydney,Metropolitan North,Major Cities of Australia,-33.771925,151.215215,Northern Sydney,Sydney - Northern Beaches,N,6/10/2022
8423,49046,1059,Secondary School,Adamstown ,Charlestown,Kotara High School,Lexington Pde,2289,4943 3281,kotara-h.school@det.nsw.edu.au,https://kotara-h.schools.nsw.gov.au,4942 1049,1142.2,4,11,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1968,Newcastle (C),Newcastle,Regional North,Glenrock,Gateshead West,4088 3518,"40-44 Coral Cr, Gateshead West 2290",Hunter New England & Central Coast,Hunter New England,Hunter,Major Cities of Australia,-32.947137,151.706868,Hunter/Central Coast,Newcastle and Lake Macquarie,N,6/10/2022
8424,47808,913,Secondary School,Greystanes ,Granville,Holroyd High School,7 Cumberland Rd,2145,9631 9410,holroyd-h.school@det.nsw.edu.au,https://holroyd-h.schools.nsw.gov.au,9896 3074,428,2,86,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,Y,Coed,N,1/1/1968,Cumberland (A),McMahon,Metropolitan South,Girraween,,,,Western Sydney & Nepean Blue Mountains,Western Sydney,Metropolitan South West,Major Cities of Australia,-33.832906,150.951137,South Western Sydney,Sydney - Parramatta,N,6/10/2022
8432,48666,1043,Secondary School,Engadine ,Heathcote,Engadine High School,Porter Rd,2233,9520 0411,engadine-h.school@det.nsw.edu.au,https://ehs.nsw.edu.au/,9520 5293,1020.8,3,12,Not Selective,N,Comprehensive,Year 7 to Year 12,,N,N,N,Coed,N,1/1/1969,Sutherland Shire (A),Hughes,Metropolitan South and West,Woronora River,,,,"South Eastern Sydney, Northern Sydney & Sydney",South Eastern Sydney,Metropolitan East,Major Cities of Australia,-34.062141,151.019341,Sydney,Sydney - Sutherland,N,6/10/2022
